timestamp, event_type, driver_id, request_id, wait_time
10, 3, 1, 0, None
10, 3, 1, 0, None
10, 3, 1, 0, None
10, 3, 1, 0, None
10, 3, 1, 0, None
10, 3, 1, 0, None
10, 3, 1, 0, None
1, 6, 0, 0, None
10, 3, 1, 0, None
15, 7, 0, 0, None
1, 6, 0, 0, None
10, 3, 1, 0, None
15, 7, 0, 0, None
1, 6, 0, 0, None
10, 3, 1, 0, None
15, 7, 0, 0, None
1, 6, 0, 0, None
